, 4092, 10
0, 94596, 2
0, 94508, 22
0, 94598, 2
0, 94530, 26
0, 94600, 2
0, 94556, 22
0, 94602, 2
0, 94680, 18
0, 94604, 6
0, 94698, 2
0, 94610, 22
0, 94700, 2
0, 94632, 26
0, 94702, 2
0, 94658, 22
0, 94704, 2
0, 94776, 18
0, 94706, 18
0, 94794, 2
0, 94724, 22
0, 94796, 2
0, 94746, 26
0, 94798, 2
0, 94772, 4
0, 94876, 18
0, 94800, 10
0, 94894, 2
0, 94810, 26
0, 94896, 2
0, 94836, 30
0, 94898, 2
0, 94866, 10
0, 94976, 18
0, 94900, 20
0, 94994, 2
0, 94920, 22
0, 94996, 2
0, 94942, 28
0, 94998, 2
0, 94970, 6
0, 95082, 18
0, 95000, 2
0, 95100, 2
0, 95002, 34
0, 95102, 2
0, 95036, 24
0, 95104, 2
0, 95060, 22
0, 95106, 2
0, 95214, 18
0, 95108, 18
0, 95232, 2
0, 95126, 22
0, 95234, 2
0, 95148, 24
0, 95236, 2
0, 95172, 42
0, 95238, 2
0, 95326, 18
0, 95240, 20
0, 95344, 2
0, 95260, 30
0, 95346, 2
0, 95290, 26
0, 95348, 2
0, 95316, 10
0, 95424, 18
0, 95350, 10
0, 95442, 2
0, 95360, 26
0, 95444, 2
0, 95386, 24
0, 95446, 2
0, 95410, 14
0, 95448, 8
0, 95522, 20
0, 95456, 22
0, 95542, 2
0, 95478, 22
0, 95544, 2
0, 95500, 22
0, 95546, 2
0, 95610, 18
0, 95548, 6
0, 95628, 2
0, 95554, 18
0, 95630, 2
0, 95572, 20
0, 95632, 2
0, 95592, 18
0, 95634, 2
0, 95716, 20
0, 95636, 24
0, 95736, 2
0, 95660, 22
0, 95738, 2
0, 95682, 34
0, 95740, 2
0, 95824, 18
0, 95742, 16
0, 95842, 2
0, 95758, 26
0, 95844, 2
0, 95784, 26
0, 95846, 2
0, 95810, 14
0, 95924, 18
0, 95848, 2
0, 95942, 2
0, 95850, 26
0, 95944, 2
0, 95876, 24
0, 95946, 2
0, 95900, 24
0, 95948, 2
0, 96022, 18
0, 95950, 18
0, 96040, 2
0, 95968, 24
0, 96042, 2
0, 95992, 24
0, 96044, 2
0, 96016, 6
0, 96134, 18
0, 96046, 22
0, 96152, 2
0, 96068, 24
0, 96154, 2
0, 96092, 22
0, 96156, 2
0, 96114, 20
0, 96234, 18
0, 96158, 8
0, 96252, 2
0, 96166, 24
0, 96254, 2
0, 96190, 22
0, 96256, 2
0, 96212, 22
0, 96258, 2
0, 96330, 18
0, 96260, 18
0, 96348, 2
0, 96278, 24
0, 96350, 2
0, 96302, 24
0, 96352, 2
0, 96326, 4
0, 96418, 18
0, 96354, 8
0, 96436, 2
0, 96362, 22
0, 96438, 2
0, 96384, 22
0, 96440, 2
0, 96406, 12
0, 96516, 18
0, 96442, 10
0, 96534, 2
0, 96452, 22
0, 96536, 2
0, 96474, 22
0, 96538, 2
0, 96496, 20
0, 96540, 2
0, 96606, 18
0, 96542, 6
0, 96624, 2
0, 96548, 26
0, 96626, 2
0, 96574, 28
0, 96628, 2
0, 96602, 4
0, 96670, 18
0, 96630, 12
0, 96688, 2
0, 96642, 16
0, 96690, 2
0, 96658, 12
0, 96692, 2
0, 96730, 18
0, 96694, 10
0, 96748, 2
0, 96704, 12
0, 96750, 2
0, 96716, 14
0, 96752, 4
0, 96792, 18
0, 96756, 6
0, 96810, 2
0, 96762, 14
0, 96812, 2
0, 96776, 16
0, 96814, 2
0, 96884, 18
0, 96816, 6
0, 96902, 2
0, 96822, 12
0, 96904, 2
0, 96834, 18
0, 96906, 2
0, 96852, 32
0, 96974, 18
0, 96908, 6
0, 96992, 2
0, 96914, 18
0, 96994, 2
0, 96932, 22
0, 96996, 2
0, 96954, 20
0, 96998, 2
0, 97074, 18
0, 97000, 2
0, 97092, 2
0, 97002, 24
0, 97094, 2
0, 97026, 24
0, 97096, 2
0, 97050, 24
0, 97098, 2
0, 97174, 20
0, 97100, 26
0, 97194, 2
0, 97126, 26
0, 97196, 2
0, 97152, 22
0, 97198, 2
0, 97244, 18
0, 97200, 10
0, 97262, 2
0, 97210, 14
0, 97264, 2
0, 97224, 16
0, 97266, 2
0, 97240, 4
0, 97292, 18
0, 97268, 2
0, 97310, 2
0, 97270, 10
0, 97312, 2
0, 97280, 10
0, 97314, 2
0, 97290, 2
0, 97316, 2
0, 97352, 18
0, 97318, 12
0, 97370, 2
0, 97330, 12
0, 97372, 2
0, 97342, 10
0, 97374, 2
0, 97416, 18
0, 97376, 10
0, 97434, 2
0, 97386, 14
0, 97436, 2
0, 97400, 14
0, 97438, 2
0, 97414, 2
0, 97502, 18
0, 97440, 8
0, 97520, 2
0, 97448, 16
0, 97522, 2
0, 97464, 14
0, 97524, 2
0, 97478, 24
0, 97628, 18
0, 97526, 10
0, 97646, 2
0, 97536, 32
0, 97648, 2
0, 97568, 30
0, 97650, 2
0, 97598, 30
0, 97652, 2
0, 97744, 18
0, 97654, 2
0, 97762, 2
0, 97656, 30
0, 97764, 2
0, 97686, 28
0, 97766, 2
0, 97714, 30
0, 97768, 2
0, 97864, 18
0, 97770, 20
0, 97882, 2
0, 97790, 28
0, 97884, 2
0, 97818, 26
0, 97886, 2
0, 97844, 20
0, 97976, 18
0, 97888, 22
0, 97994, 2
0, 97910, 30
0, 97996, 2
0, 97940, 28
0, 97998, 2
0, 97968, 8
0, 98100, 18
0, 98000, 20
0, 98118, 2
0, 98020, 34
0, 98120, 2
0, 98054, 26
0, 98122, 2
0, 98080, 20
0, 98210, 18
0, 98124, 28
0, 98228, 2
0, 98152, 28
0, 98230, 2
0, 98180, 28
0, 98232, 2
0, 98208, 2
0, 98234, 8
0, 98320, 18
0, 98242, 18
0, 98338, 2
0, 98260, 26
0, 98340, 2
0, 98286, 26
0, 98342, 2
0, 98312, 8
0, 98430, 18
0, 98344, 28
0, 98448, 2
0, 98372, 28
0, 98450, 2
0, 98400, 30
0, 98452, 2
0, 98546, 18
0, 98454, 48
0, 98564, 2
0, 98502, 24
0, 98566, 2
0, 98526, 20
0, 98568, 2
0, 98636, 18
0, 98570, 20
0, 98654, 2
0, 98590, 22
0, 98656, 2
0, 98612, 22
0, 98658, 2
0, 98634, 2
0, 98718, 18
0, 98660, 10
0, 98736, 2
0, 98670, 20
0, 98738, 2
0, 98690, 20
0, 98740, 2
0, 98710, 8
0, 98814, 18
0, 98742, 8
0, 98832, 2
0, 98750, 18
0, 98834, 2
0, 98768, 22
0, 98836, 2
0, 98790, 24
0, 98838, 2
0, 98966, 18
0, 98840, 14
0, 98984, 2
0, 98854, 56
0, 98986, 2
0, 98910, 32
0, 98988, 2
0, 98942, 24
0, 99114, 18
0, 98990, 28
0, 99132, 2
0, 99018, 38
0, 99134, 2
0, 99056, 38
0, 99136, 2
0, 99094, 20
0, 99244, 18
0, 99138, 12
0, 99262, 2
0, 99150, 32
0, 99264, 2
0, 99182, 32
0, 99266, 2
0, 99214, 30
0, 99268, 2
0, 99360, 18
0, 99270, 18
0, 99378, 2
0, 99288, 28
0, 99380, 2
0, 99316, 32
0, 99382, 2
0, 99348, 12
0, 99462, 18
0, 99384, 20
0, 99480, 2
0, 99404, 28
0, 99482, 2
0, 99432, 28
0, 99484, 2
0, 99460, 2
0, 99552, 18
0, 99486, 8
0, 99570, 2
0, 99494, 22
0, 99572, 2
0, 99516, 24
0, 99574, 2
0, 99540, 12
0, 99576, 2
0, 99652, 18
0, 99578, 20
0, 99670, 2
0, 99598, 20
0, 99672, 2
0, 99618, 22
0, 99674, 2
0, 99640, 12
0, 99758, 20
0, 99676, 42
0, 99778, 2
0, 99718, 26
0, 99780, 2
0, 99744, 14
0, 99782, 2
0, 99836, 18
0, 99784, 12
0, 99854, 2
0, 99796, 18
0, 99856, 2
0, 99814, 18
0, 99858, 2
0, 99832, 4
0, 99952, 18
0, 99860, 44
0, 99970, 2
0, 99904, 22
0, 99972, 2
0, 99926, 22
0, 99974, 2
0, 99948, 4
0, 100034, 18
0, 99976, 20
0, 100052, 2
0, 99996, 22
0, 100054, 2
0, 100018, 16
0, 100056, 2
0, 100118, 18
0, 100058, 6
0, 100136, 2
0, 100064, 24
0, 100138, 2
0, 100088, 16
0, 100140, 2
0, 100104, 14
0, 100142, 2
0, 100224, 18
0, 100144, 2
0, 100242, 2
0, 100146, 22
0, 100244, 2
0, 100168, 20
0, 100246, 2
0, 100188, 32
0, 100248, 2
0, 100220, 4
0, 100308, 18
0, 100250, 14
0, 100326, 2
0, 100264, 22
0, 100328, 2
0, 100286, 18
0, 100330, 2
0, 100304, 4
0, 100394, 18
0, 100332, 12
0, 100412, 2
0, 100344, 28
0, 100414, 2
0, 100372, 18
0, 100416, 2
0, 100390, 4
0, 100476, 18
0, 100418, 8
0, 100494, 2
0, 100426, 18
0, 100496, 2
0, 100444, 22
0, 100498, 2
0, 100466, 10
0, 100500, 2
0, 100564, 18
0, 100502, 18
0, 100582, 2
0, 100520, 22
0, 100584, 2
0, 100542, 22
0, 100586, 2
0, 100652, 18
0, 100588, 8
0, 100670, 2
0, 100596, 30
0, 100672, 2
0, 100626, 18
0, 100674, 2
0, 100644, 8
0, 100740, 18
0, 100676, 10
0, 100758, 2
0, 100686, 20
0, 100760, 2
0, 100706, 22
0, 100762, 2
0, 100728, 12
0, 100764, 2
0, 100820, 18
0, 100766, 2
0, 100838, 2
0, 100768, 22
0, 100840, 2
0, 100790, 16
0, 100842, 2
0, 100806, 14
0, 100844, 2
0, 100908, 18
0, 100846, 14
0, 100926, 2
0, 100860, 18
0, 100928, 2
0, 100878, 20
0, 100930, 2
0, 100898, 10
0, 100932, 2
0, 100988, 18
0, 100934, 2
0, 101006, 2
0, 100936, 26
0, 101008, 2
0, 100962, 18
0, 101010, 2
0, 100980, 8
0, 101072, 18
0, 101012, 6
0, 101090, 2
0, 101018, 18
0, 101092, 2
0, 101036, 18
0, 101094, 2
0, 101054, 18
0, 101096, 2
0, 101222, 18
0, 101098, 24
0, 101240, 2
0, 101122, 48
0, 101242, 2
0, 101170, 32
0, 101244, 2
0, 101202, 20
0, 101246, 6
0, 101308, 18
0, 101252, 20
0, 101326, 2
0, 101272, 18
0, 101328, 2
0, 101290, 18
0, 101330, 2
0, 101374, 18
0, 101332, 10
0, 101392, 2
0, 101342, 14
0, 101394, 2
0, 101356, 16
0, 101396, 2
0, 101372, 2
0, 101442, 18
0, 101398, 2
0, 101460, 2
0, 101400, 8
0, 101462, 2
0, 101408, 12
0, 101464, 2
0, 101420, 22
0, 101466, 2
0, 101518, 18
0, 101468, 18
0, 101536, 2
0, 101486, 20
0, 101538, 2
0, 101506, 12
0, 101540, 8
0, 101590, 18
0, 101548, 10
0, 101608, 2
0, 101558, 32
0, 101610, 4
0, 101712, 18
0, 101614, 4
0, 101730, 2
0, 101618, 62
0, 101732, 2
0, 101680, 24
0, 101734, 2
0, 101704, 8
0, 101780, 18
0, 101736, 2
0, 101798, 2
0, 101738, 20
0, 101800, 2
0, 101758, 8
0, 101802, 2
0, 101766, 8
0, 101804, 2
0, 101774, 6
0, 101830, 18
0, 101806, 2
0, 101848, 2
0, 101808, 10
0, 101850, 2
0, 101818, 6
0, 101852, 2
0, 101824, 6
0, 101854, 2
0, 101884, 18
0, 101856, 2
0, 101902, 2
0, 101858, 6
0, 101904, 2
0, 101864, 6
0, 101906, 2
0, 101870, 14
0, 101908, 2
0, 101960, 18
0, 101910, 22
0, 101978, 2
0, 101932, 8
0, 101980, 2
0, 101940, 8
0, 101982, 2
0, 101948, 12
0, 102010, 18
0, 101984, 12
0, 102028, 2
0, 101996, 12
0, 102030, 2
0, 102008, 2
0, 102070, 18
0, 102032, 4
0, 102088, 2
0, 102036, 10
0, 102090, 2
0, 102046, 24
0, 102092, 4
0, 102132, 18
0, 102096, 8
0, 102150, 2
0, 102104, 10
0, 102152, 2
0, 102114, 16
0, 102154, 2
0, 102130, 2
0, 102170, 18
0, 102156, 2
0, 102188, 2
0, 102158, 12
0, 102190, 2
0, 102224, 18
0, 102192, 4
0, 102242, 4
0, 102196, 28
0, 102246, 88
0, 102336, 6
